companyId
"9175"
"14034"
"20316"
"13643"
"8279"
"6"
"14041"
"14040"
"15059"
"62"
"12713"
"13592"
"3723"
"34421"
"46091"
"17637"
"14037"
"13937"
"63"
"23479"
"13601"
"9074"
"14027"
"14026"
"11400"
"12284"
"15686"
"23"
"57724"
"17998"
"14039"
"34500"
"12034"
"21608"
"13987"
"6724"
"6683"
"12150"
"4342"
"5704"
"10801"
"12130"
"11280"
"11"
"19863"
"12158"
"5864"
"5698"
"12526"
"13984"
"31"
"8458"
"50"
"49"
"45125"
"2725"
"19654"
"59103"
"12098"
"8120"
"10778"
"34"
"12612"
"6234"
"17664"
"5598"
"10674"
"10454"
"3329"
"45181"
"33061"
"15487"
"7214"
"11889"
"4"
"4119"
"8634"
"12071"
"8437"
"11721"
"9040"
"7370"
"3559"
"10648"
"1760"
"10966"
"14023"
"22"
"59057"
"53036"
"12051"
"16817"
"19051"
"22877"
"3978"
"11314"
"15"
"11109"
"12930"
"7231"
"12577"
"17605"
"52"
"22876"
"4555"
"5227"
"32615"
"11145"
"10750"
"5136"
"14033"
"12765"
"61"
"1181"
"13986"
"5962"
"7132"
"8442"
"43"
"7857"
"4896"
"12209"
"14042"
"11879"
"20477"
"47"
"12530"
"1237"
"8529"
"61060"
"21502"
"60"
"15854"
"49412"
"591"
"11986"
"5534"
"2423"
"11039"
"8664"
"14002"
"30991"
"8309"
"49148"
"7218"
"10998"
"57090"
"2448"
"10371"
"17665"
"10644"
"10593"
"5657"
"18606"
"22730"
"26644"
"59173"
"12381"
"18866"
"15806"
"10222"
"39"
"59440"
"65163"
"14024"
"11027"
"4419"
"6984"
"65143"
"1763"
"2877"
"9016"
"12054"
"37"
"60557"
"57581"
"11966"
"6672"
"60439"
"41091"
"3786"
"12032"
"10954"
"9094"
"3612"
"2185"
"13299"
"1057"
"6615"
"5127"
"7990"
"10494"
"11875"
"8166"
"9"
"47825"
"6807"
"6474"
"19146"
"11316"
"12871"
"65142"
"5781"
"6964"
"7029"
"10556"
"7730"
"6803"
"7696"
"63957"
"8024"
"6755"
"6382"
"59085"
"18704"
"7972"
"13668"
"5183"
"58162"
"10820"
"8054"
"9119"
"58805"
"11071"
"10774"
"50719"
"6636"
"7678"
"65140"
"57545"
"8518"
"7256"
"6051"
"2449"
"14020"
"3335"
"8702"
"64"
"8874"
"5062"
"7224"
"6180"
"51601"
"8954"
"65061"
"8216"
"6782"
"1928"
"61734"
"61094"
"14"
"6035"
"7007"
"29123"
"10611"
"8341"
"63449"
"45607"
"65"
"11329"
"21255"
"10350"
"15552"
"6533"
"7525"
"58193"
"6227"
"8104"
"6379"
"42"
"4065"
"7691"
"17"
"31176"
"8250"
"8903"
"46652"
"6571"
"6277"
"33922"
"8385"
"6202"
"10882"
"5937"
"50711"
"12305"
"33356"
"12291"
"6184"
"35056"
"8541"
"7713"
"2203"
"5835"
"6928"
"6175"
"66"
"5857"
"61069"
"13918"
"8828"
"5458"
"8463"
"10995"
"63889"
"10351"
"8061"
"10257"
"11587"
"8184"
"31928"
"7511"
"11555"
"6974"
"7497"
"4988"
"6873"
"7903"
"8278"
"8468"
"41564"
"7548"
"9008"
"4481"
"7454"
"13496"
"11247"
"1816"
"6712"
"10676"
"20812"
"46765"
"7566"
"21"
"10364"
"7958"
"7418"
"11881"
"18"
"4037"
"2658"
"16417"
"6570"
"6214"
"8467"
"11070"
"3965"
"59952"
"7922"
"12683"
"3732"
"10557"
"8019"
"7816"
"8185"
"12193"
"36"
"10646"
"31157"
"13985"
"4592"
"33308"
"6176"
"10577"
"57566"
"67"
"63167"
"21358"
"2520"
"12724"
"11076"
"11354"
"7989"
"10"
"7605"
"11885"
"8265"
"5329"
"55"
"10659"
"10598"
"6037"
"16"
"14018"
"5928"
"5413"
"3378"
"5608"
"4492"
"6507"
"4630"
"9111"
"57"
"4827"
"30953"
"5452"
"10457"
"8436"
"10689"
"10171"
"48191"
"3982"
"5170"
"6915"
"3522"
"4855"
"3683"
"8875"
"6127"
"71"
"10445"
"3287"
"5362"
"6024"
"7712"
"8172"
"10231"
"68"
"12643"
"12087"
"14035"
"6089"
"6627"
"4147"
"8430"
"8631"
"9397"
"10327"
"7692"
"60133"
"5353"
"10361"
"9108"
"14036"
"10182"
"14032"
"18375"
"63562"
"11939"
"6147"
"5757"
"7849"
"12547"
"6113"
"10968"
"10688"
"13947"
"8314"
"10487"
"56367"
"12201"
"29936"
"7824"
"64545"
"21474"
"5810"
"3912"
"10377"
"3915"
"10858"
"7191"
"10606"
"5873"
"4580"
"3909"
"8118"
"5801"
"8416"
"8365"
"3967"
"3793"
"6283"
"3861"
"61337"
"5686"
"6489"
"31171"
"33"
"10365"
"26245"
"5618"
"4566"
"2718"
"11941"
"21430"
"11911"
"22411"
"11260"
"21426"
"13934"
"12040"
"11831"
"11945"
"13971"
"13977"
"13958"
"2082"
"13975"
"8985"
"11964"
"30587"
"14013"
"13961"
"13974"
"31863"
"13981"
"13942"
"13945"
"11975"
"12283"
"17635"
"12477"
"13978"
"12675"
"13995"
"20445"
"3184"
"64350"
"13998"
"13928"
"3086"
"10710"
"13938"
"13994"
"13491"
"13931"
"14014"
"7478"
"20086"
"10434"
"11998"
"20378"
"10986"
"93"
"9129"
"8673"
"3376"
"7524"
"32924"
"10197"
"16069"
"13968"
"17610"
"10472"
"13993"
"10579"
"13561"
"11845"
"13876"
"34403"
"13996"
"11870"
"13976"
"64018"
"32622"
"13989"
"49966"
"48483"
"10219"
"8252"
"13949"
"7227"
"8153"
"12020"
"18756"
"11860"
"11439"
"10258"
"13940"
"17141"
"13959"
"9182"
"43673"
"15879"
"13933"
"13965"
"4178"
"5963"
"51493"
"32646"
"21408"
"8916"
"14009"
"8284"
"64934"
"16927"
